"vtd","cntyvtd","d","r","winner"
"0004","4330004","57","129","R"
"0101","4350101","96","184","R"
"0201","4350201","50","319","R"
"0301","4350301","75","387","R"
"0401","4350401","92","185","R"
"0001","4370001","67","231","R"
"0002","4370002","104","413","R"
"0003","4370003","83","359","R"
"0004","4370004","71","112","R"
"0006","4370006","51","124","R"
"0007","4370007","34","273","R"
"0009","4370009","6","23","R"
"0011","4370011","46","136","R"
"1001","4391001","477","501","R"
"1004","4391004","658","672","R"
"1009","4391009","300","470","R"
"3114","4393114","554","1136","R"
"3131","4393131","342","700","R"
"3139","4393139","266","469","R"
"3140","4393140","312","793","R"
"3152","4393152","6","18","R"
"3156","4393156","303","862","R"
"3157","4393157","549","771","R"
"3160","4393160","545","680","R"
"3164","4393164","388","765","R"
"3166","4393166","573","698","R"
"3172","4393172","536","994","R"
"3176","4393176","740","1304","R"
"3177","4393177","383","1183","R"
"3183","4393183","908","1199","R"
"3185","4393185","0","1","R"
"3187","4393187","313","604","R"
"3192","4393192","98","400","R"
"3193","4393193","556","1536","R"
"3194","4393194","430","800","R"
"3196","4393196","444","1053","R"
"3200","4393200","550","942","R"
"3209","4393209","621","2007","R"
"3212","4393212","587","655","R"
"3213","4393213","379","681","R"
"3214","4393214","540","1000","R"
"3215","4393215","422","1120","R"
"3216","4393216","954","1167","R"
"3240","4393240","530","985","R"
"3247","4393247","429","497","R"
"3248","4393248","745","1980","R"
"3249","4393249","903","1177","R"
"3254","4393254","558","812","R"
"3260","4393260","321","733","R"
"3282","4393282","325","724","R"
"3283","4393283","370","794","R"
"3286","4393286","118","404","R"
"3287","4393287","479","973","R"
"3289","4393289","486","1037","R"
"3321","4393321","1057","1885","R"
"3322","4393322","475","968","R"
"3323","4393323","674","1743","R"
"3324","4393324","424","1013","R"
"3325","4393325","185","475","R"
"3326","4393326","181","324","R"
"3327","4393327","365","738","R"
"3330","4393330","192","625","R"
"3331","4393331","711","2094","R"
"3332","4393332","686","1032","R"
"3333","4393333","971","1804","R"
"3334","4393334","562","752","R"
"3335","4393335","488","986","R"
"3359","4393359","510","963","R"
"3361","4393361","637","1213","R"
"3363","4393363","59","351","R"
"3364","4393364","222","323","R"
"3365","4393365","741","2034","R"
"3367","4393367","355","788","R"
"3368","4393368","150","408","R"
"3372","4393372","1376","2794","R"
"3384","4393384","418","632","R"
"3385","4393385","687","1385","R"
"3386","4393386","902","2609","R"
"3387","4393387","361","1087","R"
"3389","4393389","1092","1164","R"
"3390","4393390","775","1948","R"
"3392","4393392","407","1116","R"
"3396","4393396","794","1309","R"
"3398","4393398","292","656","R"
"3409","4393409","1","5","R"
"3417","4393417","427","900","R"
"3421","4393421","251","751","R"
"3422","4393422","746","2139","R"
"3433","4393433","121","313","R"
"3443","4393443","522","968","R"
"3465","4393465","738","1269","R"
"3469","4393469","316","523","R"
"3470","4393470","24","63","R"
"3471","4393471","316","883","R"
"3486","4393486","898","2010","R"
"3500","4393500","60","219","R"
"3502","4393502","221","864","R"
"3507","4393507","476","900","R"
"3509","4393509","395","838","R"
"3510","4393510","564","1579","R"
"3516","4393516","387","955","R"
"3517","4393517","575","744","R"
"3526","4393526","240","581","R"
"3527","4393527","438","1058","R"
"3529","4393529","512","1101","R"
"3530","4393530","679","1180","R"
"3538","4393538","433","781","R"
"4044","4394044","697","2507","R"
"4045","4394045","388","1308","R"
"4046","4394046","445","1914","R"
"4047","4394047","294","1455","R"
"4051","4394051","0","1","R"
"4053","4394053","214","486","R"
"4057","4394057","142","177","R"
"4065","4394065","435","1716","R"
"4069","4394069","869","1788","R"
"4070","4394070","690","699","R"
"4073","4394073","98","131","R"
"4086","4394086","565","1134","R"
"4091","4394091","440","986","R"
"4102","4394102","220","254","R"
"4113","4394113","63","133","R"
"4115","4394115","87","381","R"
"4116","4394116","601","739","R"
"4121","4394121","505","898","R"
"4124","4394124","354","375","R"
"4125","4394125","111","136","R"
"4128","4394128","456","1032","R"
"4129","4394129","262","457","R"
"4130","4394130","687","1058","R"
"4135","4394135","352","422","R"
"4136","4394136","558","627","R"
"4137","4394137","367","537","R"
"4138","4394138","168","216","R"
"4141","4394141","615","874","R"
"4144","4394144","315","597","R"
"4159","4394159","341","488","R"
"4163","4394163","342","436","R"
"4178","4394178","740","1151","R"
"4182","4394182","847","1141","R"
"4191","4394191","216","496","R"
"4202","4394202","352","402","R"
"4204","4394204","687","1115","R"
"4218","4394218","285","353","R"
"4222","4394222","271","335","R"
"4230","4394230","907","1323","R"
"4232","4394232","927","1171","R"
"4234","4394234","670","1353","R"
"4239","4394239","18","49","R"
"4242","4394242","91","279","R"
"4243","4394243","273","410","R"
"4250","4394250","659","953","R"
"4252","4394252","288","310","R"
"4259","4394259","176","575","R"
"4261","4394261","762","923","R"
"4272","4394272","123","240","R"
"4276","4394276","498","835","R"
"4284","4394284","36","156","R"
"4285","4394285","114","162","R"
"4290","4394290","462","851","R"
"4328","4394328","312","451","R"
"4338","4394338","700","1138","R"
"4340","4394340","286","996","R"
"4342","4394342","565","871","R"
"4343","4394343","351","708","R"
"4344","4394344","372","544","R"
"4362","4394362","0","4","R"
"4369","4394369","678","1466","R"
"4371","4394371","89","499","R"
"4373","4394373","38","95","R"
"4374","4394374","508","776","R"
"4375","4394375","412","1285","R"
"4395","4394395","63","297","R"
"4397","4394397","72","112","R"
"4399","4394399","29","107","R"
"4400","4394400","65","101","R"
"4410","4394410","727","834","R"
"4429","4394429","286","543","R"
"4452","4394452","966","1178","R"
"4454","4394454","458","1006","R"
"4456","4394456","254","470","R"
"4458","4394458","0","3","R"
"4480","4394480","134","440","R"
"4485","4394485","102","106","R"
"4604","4394604","1","2","R"
"4638","4394638","958","1763","R"
"4649","4394649","481","1235","R"
"4650","4394650","1154","1512","R"
"4688","4394688","11","14","R"
"4690","4394690","2","7","R"
"4691","4394691","4","9","R"
"4694","4394694","0","39","R"
"0101","4410101","617","1512","R"
"0102","4410102","366","990","R"
"0103","4410103","372","1065","R"
"0104","4410104","323","1366","R"
"0105","4410105","478","1155","R"
"0106","4410106","155","389","R"
"0107","4410107","69","310","R"
"0108","4410108","74","702","R"
"0109","4410109","14","147","R"
"0110","4410110","12","53","R"
"0201","4410201","305","425","R"
"0202","4410202","605","678","R"
"0203","4410203","457","811","R"
"0204","4410204","203","790","R"
"0205","4410205","541","882","R"
"0206","4410206","219","1198","R"
"0207","4410207","36","176","R"
"0301","4410301","339","1008","R"
"0302","4410302","283","1122","R"
"0303","4410303","96","1062","R"
"0304","4410304","413","1213","R"
"0305","4410305","340","1564","R"
"0306","4410306","479","2330","R"
"0307","4410307","466","2763","R"
"0308","4410308","135","930","R"
"0401","4410401","174","394","R"
"0402","4410402","491","1185","R"
"0403","4410403","428","820","R"
"0404","4410404","392","762","R"
"0405","4410405","264","664","R"
"0406","4410406","496","1441","R"
"0407","4410407","155","626","R"
"0408","4410408","253","2236","R"
"0409","4410409","35","481","R"
"0001","4430001","34","57","R"
"0002A","4430002A","3","6","R"
"0002B","4430002B","49","78","R"
"0003","4430003","28","70","R"
"0004A","4430004A","1","7","R"
"0004B","4430004B","25","69","R"
"0101","4450101","39","212","R"
"0102","4450102","140","783","R"
"0201","4450201","116","268","R"
"0202","4450202","57","245","R"
"0301","4450301","239","370","R"
"0401","4450401","152","453","R"
"0402","4450402","10","128","R"
"0001","4470001","10","206","R"
"0002","4470002","21","196","R"
"3003","4473003","26","166","R"
"4005","4474005","14","44","R"
"4006","4474006","13","103","R"
"0002","4490002","116","273","R"
"0003","4490003","77","343","R"
"0004","4490004","64","324","R"
"0005","4490005","21","177","R"
"0006","4490006","127","690","R"
"0007","4490007","122","532","R"
"0009","4490009","56","188","R"
"0010","4490010","70","472","R"
"0011","4490011","43","92","R"
"0012","4490012","28","159","R"
"0014","4490014","399","536","R"
"0015","4490015","72","389","R"
"0016","4490016","272","1025","R"
"0018","4490018","26","81","R"
"0019","4490019","135","277","R"
"0020","4490020","218","588","R"
"0001","450001","17","91","R"
"0002","450002","16","149","R"
"0003","450003","21","143","R"
"0004","450004","28","202","R"
"0006","450006","9","40","R"
"0106","4510106","266","399","R"
"0107","4510107","80","189","R"
"0108","4510108","46","475","R"
"0112","4510112","75","584","R"
"0137","4510137","580","620","R"
"0144","4510144","311","413","R"
"0146","4510146","600","754","R"
"0213","4510213","134","1695","R"
"0215","4510215","293","1251","R"
"0225","4510225","3","50","R"
"0228","4510228","332","1030","R"
"0230","4510230","708","2329","R"
"0241","4510241","557","2555","R"
"0304","4510304","411","1268","R"
"0305","4510305","10","13","R"
"0306","4510306","201","616","R"
"0308","4510308","74","85","R"
"0319","4510319","436","1643","R"
"0327","4510327","443","797","R"
"0348","4510348","72","341","R"
"0351","4510351","51","226","R"
"0358","4510358","331","2214","R"
"003A","467003A","77","538","R"
"003B","467003B","226","749","R"
"003C","467003C","307","1528","R"
"003D","467003D","162","1503","R"
"004A","467004A","79","716","R"
"004B","467004B","126","1014","R"
"004C","467004C","141","900","R"
"004D","467004D","326","1695","R"
"004E","467004E","82","672","R"
"0002","4690002","209","308","R"
"0003","4690003","221","419","R"
"0005","4690005","545","547","R"
"0008","4690008","440","485","R"
"0009","4690009","208","374","R"
"0010","4690010","313","683","R"
"0011","4690011","58","203","R"
"0014","4690014","192","608","R"
"0015","4690015","22","80","R"
"0016","4690016","50","221","R"
"0017","4690017","104","213","R"
"0018","4690018","405","1904","R"
"0019","4690019","489","972","R"
"0020","4690020","145","697","R"
"0021","4690021","490","1904","R"
"0022","4690022","99","1033","R"
"0023","4690023","158","824","R"
"0024","4690024","107","845","R"
"0025","4690025","630","1561","R"
"0026","4690026","151","508","R"
"0027","4690027","79","924","R"
"0028","4690028","44","284","R"
"0029","4690029","413","1369","R"
"0030","4690030","94","203","R"
"0031","4690031","190","249","R"
"0033","4690033","567","2263","R"
"0102","4710102","882","1240","R"
"0103","4710103","263","756","R"
"0104","4710104","205","1030","R"
"0201","4710201","567","678","R"
"0203","4710203","80","330","R"
"0204","4710204","485","1022","R"
"0205","4710205","430","1447","R"
"0206","4710206","260","360","R"
"0302","4710302","65","194","R"
"0303","4710303","116","275","R"
"0304","4710304","415","1788","R"
"0403","4710403","231","721","R"
"0404","4710404","440","1806","R"
"0101","4730101","282","732","R"
"0102","4730102","412","440","R"
"0103","4730103","289","368","R"
"0104","4730104","130","294","R"
"0105","4730105","60","405","R"
"0206","4730206","241","1383","R"
"0207","4730207","248","1765","R"
"0208","4730208","253","611","R"
"0311","4730311","141","320","R"
"0312","4730312","159","823","R"
"0313","4730313","91","218","R"
"0415","4730415","198","608","R"
"0418","4730418","267","1163","R"
"0419","4730419","10","43","R"
"0420A","4730420A","106","584","R"
"0002","4750002","199","918","R"
"001E","475001E","251","310","R"
"003N","475003N","110","619","R"
"003S","475003S","20","150","R"
"004E","475004E","103","335","R"
"004M","475004M","25","106","R"
"004W","475004W","7","55","R"
"0101","4770101","275","456","R"
"0109","4770109","129","578","R"
"0115","4770115","129","421","R"
"0121","4770121","21","35","R"
"0202","4770202","41","81","R"
"0203","4770203","241","929","R"
"0205","4770205","334","1153","R"
"0208","4770208","118","847","R"
"0304","4850304","47","63","R"
"0305","4850305","56","128","R"
"0307","4850307","26","113","R"
"0309","4850309","237","2069","R"
"0310","4850310","92","872","R"
"0312","4850312","2","7","R"
"0314","4850314","0","1","R"
"0315","4850315","27","68","R"
"0316","4850316","8","19","R"
"0317","4850317","9","43","R"
"0318","4850318","50","219","R"
"0319","4850319","5","19","R"
"0401","4850401","297","1062","R"
"0402","4850402","92","356","R"
"0403","4850403","310","1056","R"
"0404","4850404","304","1350","R"
"0405","4850405","333","643","R"
"0190","4910190","1495","1665","R"
"0204","4910204","1571","1719","R"
"0206","4910206","363","1468","R"
"0207","4910207","709","2534","R"
"0216","4910216","731","808","R"
"0253","4910253","1322","2132","R"
"0254","4910254","886","1111","R"
"0259","4910259","1395","2011","R"
"0264","4910264","1005","1559","R"
"0267","4910267","512","1078","R"
"0277","4910277","1471","1795","R"
"0278","4910278","1601","1740","R"
"0283","4910283","1260","1464","R"
"0287","4910287","1327","1657","R"
"0305","4910305","492","1471","R"
"0309","4910309","224","662","R"
"0310","4910310","221","824","R"
"0311","4910311","317","873","R"
"0312","4910312","596","1676","R"
"0330","4910330","1165","1359","R"
"0331","4910331","811","1262","R"
"0332","4910332","921","1461","R"
"0333A","4910333A","1108","1254","R"
"0333B","4910333B","6","8","R"
"0337","4910337","1402","1549","R"
"0341","4910341","410","915","R"
"0343","4910343","1150","2427","R"
"0344","4910344","562","1453","R"
"0369","4910369","958","1264","R"
"0370","4910370","996","1790","R"
"0371","4910371","518","1157","R"
"0379","4910379","850","2309","R"
"0381","4910381","904","1861","R"
"0392","4910392","925","2275","R"
"0394","4910394","1601","3388","R"
"0395","4910395","499","1491","R"
"0396","4910396","917","1899","R"
"0402","4910402","1389","1419","R"
"0403","4910403","656","723","R"
